X,Y,name,location,cuisine,website,mainPicture,delivery
-5.86284,54.59494,Refill Quarter,Ballyhackamore,Groceries,https://www.facebook.com/refillquarter/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/69495648_648779678944519_6787492832555827200_o.jpg?_nc_cat=100&_nc_sid=85a577&_nc_ohc=5I9avk9MGSsAX_TG6wL&_nc_ht=scontent.flhr4-2.fna&oh=4edf9325b1d01fca13ed1658b64547d4&oe=5EA053EB,Delivery ✅
-5.90065359,54.45239109,Newtown Coffee House,Carryduff,Groceries,https://www.facebook.com/newtoncoffeehouse/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/62046579_465339137627930_7312440554564878336_o.jpg?_nc_cat=109&_nc_sid=85a577&_nc_ohc=I0Cxmdm6_4QAX-Yq7el&_nc_ht=scontent.flhr4-2.fna&oh=0e6b165f2ffef2ba8a6f1d54f6a2c7eb&oe=5EA25106,Delivery ✅
-6.919845887,54.92963587,Kenny's Spar,Garvagh,Groceries,https://www.facebook.com/kennysconveniencestores/,https://scontent.flhr4-1.fna.fbcdn.net/v/t1.0-9/15977470_1544881932193475_7650911578073504881_n.jpg?_nc_cat=106&_nc_sid=85a577&_nc_ohc=TNxLImLc6EsAX-S5IS0&_nc_ht=scontent.flhr4-1.fna&oh=caf51c4157645e997138f935646c1d4c&oe=5EA25F78,Delivery ✅
-6.919845887,54.92963587,McAtamney's Butchers,Garvagh,Butchers,https://www.facebook.com/McAtamneys/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/25994522_768266480047261_2494927120288055875_n.jpg?_nc_cat=103&_nc_sid=85a577&_nc_ohc=SGjQerQpzY0AX_MWAb1&_nc_ht=scontent.flhr4-2.fna&oh=d3be1b29d2db6885f190bddcd59397c7&oe=5EA12545,Delivery ✅
-5.938383598,54.36202361,Maginn's Centra Gilford,Gilford,Groceries,https://www.facebook.com/CentraGilford/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/23843299_957857674368650_7131280226634322375_n.jpg?_nc_cat=102&_nc_sid=85a577&_nc_ohc=2_Rm5CR6X_4AX-0Psnr&_nc_ht=scontent.flhr4-2.fna&oh=eb10db8d287844a875484194c3e2ec29&oe=5EA23F1D,Delivery ✅
-6.542,54.34167,Costcutter Hamiltownsbawn ,Hamiltownsbawn ,Groceries,https://hamiltonsbawn.cylex-uk.co.uk/company/costcutter-23848450.html,https://media.cylex-uk.co.uk/companies/1289/1203/logo/logo.jpg,Delivery ✅
-5.73935,54.66627,Helen's Bay Organic,Helen's Bay,Groceries,https://www.facebook.com/helensbayorganic/,https://scontent.flhr4-1.fna.fbcdn.net/v/t1.0-9/14915353_917016368398485_659524482780205479_n.jpg?_nc_cat=101&_nc_sid=85a577&_nc_ohc=4K8-pNUfrW8AX8dZREk&_nc_ht=scontent.flhr4-1.fna&oh=c74f433cd3e6d9e448c8c705ea3e9eaa&oe=5EA0B592,Delivery ✅
-6.08326,54.46273,Azora Co-op,Hillsborough,Fruit and Veg,https://www.facebook.com/azoracoop/,https://scontent.flhr4-1.fna.fbcdn.net/v/t1.0-9/46979506_1524220857711469_2953700901254070272_n.png?_nc_cat=106&_nc_sid=85a577&_nc_ohc=JhmjD7cqjQEAX_w1ruf&_nc_ht=scontent.flhr4-1.fna&oh=5b8cf2e8dede613399eea339134b3edb&oe=5EA28F44,Delivery ✅
-6.08326,54.46273,Carnreagh Cottage Farm,Hillsborough,Farm Shop,https://www.facebook.com/Carnreagh-Cottage-Farm-602099326666003/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/90465254_1316868038522458_4960955915739070464_n.jpg?_nc_cat=103&_nc_sid=85a577&_nc_ohc=jyHOEgR_ghMAX-E85S6&_nc_ht=scontent.flhr4-2.fna&oh=4bf426469b8bcce8de43b4e79de35eac&oe=5EA19370,Delivery ✅
-5.8352,54.64133,Alexander’s,Holywood,Pre Made Meals,https://www.facebook.com/Alexandersholywood/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/82977450_2570431839901792_2435329177902120960_n.jpg?_nc_cat=100&_nc_sid=85a577&_nc_ohc=F_KTDcsElVAAX9FC3Rz&_nc_ht=scontent.flhr4-2.fna&oh=f9a37cef7fe5301a242cb55c1a8af621&oe=5EA0A22F,Delivery ✅
-5.8352,54.64133,Camphill,Holywood,Farm Shop,https://www.facebook.com/CamphillCommunityHolywood/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/16174936_1454276901250273_8852491267778317470_n.jpg?_nc_cat=110&_nc_sid=85a577&_nc_ohc=s3Ggq-tfO4QAX_NjUUn&_nc_ht=scontent.flhr4-2.fna&oh=cc6cb9bd3c8c5740072b1247c3c49690&oe=5EA351F4,Delivery ✅
-5.8352,54.64133,Knotts Bakery,Holywood,Bakery,https://www.facebook.com/knottsbakery/,https://scontent.flhr4-1.fna.fbcdn.net/v/t1.0-9/45271512_2215039868816048_1661462172372303872_n.jpg?_nc_cat=104&_nc_sid=85a577&_nc_ohc=MaElppF4oawAX8ctPDk&_nc_ht=scontent.flhr4-1.fna&oh=613ea0d5d5ec13eb53f4b1e12dbe50e9&oe=5EA1DD12,Delivery ✅
-5.6512,54.39965,Spar,Killyleagh,Groceries,https://www.facebook.com/SPARKillyleagh/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/66153485_1743829059083008_452200970403708928_n.jpg?_nc_cat=1&_nc_sid=85a577&_nc_ohc=QuZ3xk9kBDQAX8jef70&_nc_ht=scontent.flhr4-2.fna&oh=b46f264b4f48eae97c01187697dfc13d&oe=5EA20410,Delivery ✅
-7.308384029,54.99862856,Marshall Howe,Limavady,Fruit and Veg,https://www.facebook.com/marshallhowe.greengrocers/timeline?lst=588505081%3A100012447997758%3A1585077845,https://scontent.flhr4-1.fna.fbcdn.net/v/t1.0-9/69276954_695965860828341_7528098795301634048_n.jpg?_nc_cat=108&_nc_sid=85a577&_nc_ohc=Etp0bay4ooAAX8BuF-0&_nc_ht=scontent.flhr4-1.fna&oh=72f3dc542a365a4cc0f4a18034936445&oe=5EA37E1E,Delivery ✅
-5.848671548,54.45896611,Ashvale Farm Shop,Lisburn,Farm Shop,https://www.facebook.com/ashvalefarmshop/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/1471855_774539545906639_1943795310_n.jpg?_nc_cat=109&_nc_sid=85a577&_nc_ohc=i3wodSOOa7UAX-moODc&_nc_ht=scontent.flhr4-2.fna&oh=64c5c1490dbd8f77a2cc561de9465c71&oe=5E9FA64B,Delivery ✅
-5.848671548,54.45896611,Kens Raw Jersey Cow Milk,Lisburn,Milk Men,https://www.facebook.com/kensmilk/,https://scontent.flhr4-1.fna.fbcdn.net/v/t31.0-8/20746193_1667251713346965_7642839627548880881_o.jpg?_nc_cat=106&_nc_sid=85a577&_nc_ohc=axNa2to3pb4AX_doQJs&_nc_ht=scontent.flhr4-1.fna&oh=2cc0416da645f8ec851e86b36a2ceda2&oe=5EA053A0,Delivery ✅
-5.93455,54.59534,Knotts Bakery,Belfast,Bakery,https://www.facebook.com/knottsbakery/,https://scontent.flhr4-1.fna.fbcdn.net/v/t1.0-9/45271512_2215039868816048_1661462172372303872_n.jpg?_nc_cat=104&_nc_sid=85a577&_nc_ohc=MaElppF4oawAX8ctPDk&_nc_ht=scontent.flhr4-1.fna&oh=613ea0d5d5ec13eb53f4b1e12dbe50e9&oe=5EA1DD12,Delivery ✅
-6.33597,54.46305,Moutray's Costcutter,Lurgan,Groceries,https://www.facebook.com/MoutraysCostcutterLurgan/,https://scontent.flhr4-1.fna.fbcdn.net/v/t1.0-9/78981228_2769797556376018_5425733894710231040_n.jpg?_nc_cat=107&_nc_sid=85a577&_nc_ohc=B3oZNCCgrqoAX-w3aX_&_nc_ht=scontent.flhr4-1.fna&oh=bee35b195ce1196810cdb173b3ab4ea7&oe=5E9FE5FB,Delivery ✅
-6.33597,54.46305,Lurgan Costcutter,Lurgan,Groceries,https://www.facebook.com/MoutraysCostcutterLurgan/,https://scontent.flhr4-1.fna.fbcdn.net/v/t1.0-9/78981228_2769797556376018_5425733894710231040_n.jpg?_nc_cat=107&_nc_sid=85a577&_nc_ohc=B3oZNCCgrqoAX-w3aX_&_nc_ht=scontent.flhr4-1.fna&oh=bee35b195ce1196810cdb173b3ab4ea7&oe=5E9FE5FB,Delivery ✅
-6.33597,54.46305,Dollingstown Costcutter,Lurgan,Groceries,https://www.facebook.com/MoutraysCostcutterLurgan/,https://scontent.flhr4-1.fna.fbcdn.net/v/t1.0-9/78981228_2769797556376018_5425733894710231040_n.jpg?_nc_cat=107&_nc_sid=85a577&_nc_ohc=B3oZNCCgrqoAX-w3aX_&_nc_ht=scontent.flhr4-1.fna&oh=bee35b195ce1196810cdb173b3ab4ea7&oe=5E9FE5FB,Delivery ✅
-6.33597,54.46305,Hendersons North Street,Lurgan,Fruit and Veg,https://www.facebook.com/hendersons.northstreet/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/11083657_985480374796795_4142925275769516308_n.jpg?_nc_cat=102&_nc_sid=85a577&_nc_ohc=ZuCOOmEQtPIAX8979sg&_nc_ht=scontent.flhr4-2.fna&oh=2fd5c73f68799364598dacded38e7ac7&oe=5EA1165C,Delivery ✅
-6.33597,54.46305,Eurospar Lurgan,Lurgan,Groceries,https://www.facebook.com/SparLurgan/,https://scontent.flhr4-1.fna.fbcdn.net/v/t1.0-9/66809222_335718407357738_5494206604100239360_n.jpg?_nc_cat=101&_nc_sid=85a577&_nc_ohc=eFbM8dsOFOkAX_rw4FI&_nc_ht=scontent.flhr4-1.fna&oh=9e6924ff9d6c7dff3df43525f1d475b5&oe=5EA331F4,Delivery ✅
-6.67159,54.84717,Bradleys Centra,Maghera,Groceries,https://www.facebook.com/bradleyscentra/,https://scontent.flhr4-1.fna.fbcdn.net/v/t31.0-8/12983899_799579200174856_4386504755848133839_o.jpg?_nc_cat=105&_nc_sid=85a577&_nc_ohc=ScLabTV9IhoAX-1OhP-&_nc_ht=scontent.flhr4-1.fna&oh=7459f7a780e2f83fd291c40d0403df3b&oe=5EA34251,Delivery ✅
-6.67159,54.84717,McKee's Butchers,Maghera,Butchers,https://www.facebook.com/mckeespies/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/84913466_1268341833363033_3051254593687126016_n.png?_nc_cat=102&_nc_sid=85a577&_nc_ohc=nA278JfC43cAX_SWf4f&_nc_ht=scontent.flhr4-2.fna&oh=b14b68e83976c7d1d6e0f8f158aaa474&oe=5EA0E1F1,Delivery ✅
-6.67159,54.84717,Crawfords Maghera,Maghera,Groceries,https://www.facebook.com/crawfords.maghera/,https://scontent.flhr4-1.fna.fbcdn.net/v/t1.0-9/10689793_661347447296637_7681801638952601078_n.jpg?_nc_cat=106&_nc_sid=85a577&_nc_ohc=BcCqrUAtwAMAX9MtE7D&_nc_ht=scontent.flhr4-1.fna&oh=d981a63afc786ba590ca6b7c862813f2&oe=5EA0F30C,Delivery ✅
-5.89306,54.21448,Mourne Manor Organics,Newcastle,Fruit and Veg,https://www.facebook.com/mournemanororganics/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/46482069_2195482513816043_657340814757724160_o.jpg?_nc_cat=111&_nc_sid=85a577&_nc_ohc=Z9QiyGAwa5UAX8s22dX&_nc_ht=scontent.flhr4-2.fna&oh=7e0261ecc331318f359b880c7bcb2ae9&oe=5E9F9A7B,Delivery ✅
-6.34155,54.1769,Pro-Performance Nutrition,Newry,Pre Made Meals,https://www.facebook.com/propernut/,https://scontent.flhr4-1.fna.fbcdn.net/v/t1.0-9/86970787_640974953318540_7588911220065828864_o.jpg?_nc_cat=101&_nc_sid=85a577&_nc_ohc=yEFJthxNCXcAX9UFaqD&_nc_ht=scontent.flhr4-1.fna&oh=528b1d766d0beb221cb5b99088e5d78d&oe=5EA1D56B,Delivery ✅
-5.70024,54.5943,Clives Country Corner,Newtownards,Fruit and Veg,https://www.clivesonline.co.uk/?fbclid=IwAR1iejT5uUvepfNR_zFkDsetgA4sYrlpq80lCRryRaYxrt5v2AR5ZbiIyM4,https://www.clivesonline.co.uk/static/img/logoreduced.png,Delivery ✅
-5.70024,54.5943,Knotts Bakery,Newtownards,Bakery,https://www.facebook.com/knottsbakery/,https://scontent.flhr4-1.fna.fbcdn.net/v/t1.0-9/45271512_2215039868816048_1661462172372303872_n.jpg?_nc_cat=104&_nc_sid=85a577&_nc_ohc=MaElppF4oawAX8ctPDk&_nc_ht=scontent.flhr4-1.fna&oh=613ea0d5d5ec13eb53f4b1e12dbe50e9&oe=5EA1DD12,Delivery ✅
-6.692688364,54.61037493,Farm Next Door,Northern Ireland,Farm Shop,https://farmnextdoor.uk/,https://farmnextdoor.uk/media/logo-colour.svg,Delivery ✅
-6.692688364,54.61037493,Keenan Seafood,Northern Ireland,Fish,https://www.facebook.com/keenanseafoods/,https://scontent.flhr4-1.fna.fbcdn.net/v/t1.0-9/60730347_852018901831557_6298891713670807552_o.jpg?_nc_cat=106&_nc_sid=85a577&_nc_ohc=KyYXXfo9joUAX-tEjbq&_nc_ht=scontent.flhr4-1.fna&oh=c5f64a4b2567ae094e28222bedb9f259&oe=5EA19A3A,Delivery ✅
-6.692688364,54.61037493,Mourne Fishbox,Northern Ireland,Fish,https://www.facebook.com/mournefishbox/,https://scontent.flhr4-1.fna.fbcdn.net/v/t1.0-9/70865583_2499456876958518_1229201897605300224_n.jpg?_nc_cat=101&_nc_sid=85a577&_nc_ohc=R1IUizd_YC4AX8_Phlh&_nc_ht=scontent.flhr4-1.fna&oh=ecd8b23138252cbb2d3a1dc08660051b&oe=5EA04000,Delivery ✅
-6.692688364,54.61037493,Oh So Lean,Northern Ireland,Pre Made Meals,https://www.facebook.com/OhSoLean/,https://scontent.flhr4-1.fna.fbcdn.net/v/t1.0-9/49112543_2146944435325634_8207607353613221888_n.png?_nc_cat=107&_nc_sid=85a577&_nc_ohc=NdOwxCmsMsAAX-GTp6q&_nc_ht=scontent.flhr4-1.fna&oh=f971be8f97b2cc07d9ef3e7d51ac6a19&oe=5EA0C452,Delivery ✅
-6.692688364,54.61037493,Reubens Gourmet Meals,Northern Ireland,Pre Made Meals,https://www.reubensmeals.co.uk/,https://www.reubensmeals.co.uk/wp-content/uploads/2019/09/reubens-logo.svg,Delivery ✅
-7.29674,54.6005,Railway Cottage Farm Shop ,Omagh,Farm Shop,https://www.facebook.com/railwaycottagefarmshop/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/57393869_786202931761669_5893880197488312320_n.png?_nc_cat=103&_nc_sid=85a577&_nc_ohc=CL8PzuDoxoEAX800qnF&_nc_ht=scontent.flhr4-2.fna&oh=1226daab3e098e660b43ba6538c9a161&oe=5EA0FF2E,Delivery ✅
-3.19896,55.95331,The mini market,Eastside,Groceries,https://www.facebook.com/Orangefield-Mini-Market-1375533009196789/,https://scontent.flhr4-2.fna.fbcdn.net/v/t31.0-8/18589046_1375643842519039_7769153331240591139_o.jpg?_nc_cat=102&_nc_sid=85a577&_nc_ohc=cFsZ-ORUimcAX_oERLV&_nc_ht=scontent.flhr4-2.fna&oh=abd778d969a3c580efd12823d69bc988&oe=5EA0CF76,Delivery ✅
-6.596838035,54.36439742,Chapmans Farm Fresh,Portadown,Farm Shop,https://www.facebook.com/Chapmans-Farm-Fresh-412124342265051/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/78754174_1875323559278448_6490831083414749184_n.jpg?_nc_cat=109&_nc_sid=85a577&_nc_ohc=Xl217g1Z3ZsAX8-5E_f&_nc_ht=scontent.flhr4-2.fna&oh=4abaa72b5e32d23ee07eda13415fae6d&oe=5EA0BA8C,Delivery ✅
-6.596838035,54.36439742,Karri Kitchen,Portadown,Pre Made Meals,https://www.facebook.com/karrikitchen/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/22519435_140644699902696_1462236493805660584_n.png?_nc_cat=109&_nc_sid=85a577&_nc_ohc=5EtDT2cXIQ4AX-Xjw0t&_nc_ht=scontent.flhr4-2.fna&oh=948e2d33623e80513cf0e39738584df9&oe=5EA122F2,Delivery ✅
-6.596838035,54.36439742,Rosemount Cottage Farm Meats,Portadown,Farm Shop,https://www.facebook.com/rosemountcottagefarmmeats/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/71009919_128111918564618_4913679630164033536_n.jpg?_nc_cat=103&_nc_sid=85a577&_nc_ohc=g3PQHdXU3k4AX97u164&_nc_ht=scontent.flhr4-2.fna&oh=3fd69a6187f1a45e8052623e189be329&oe=5E9FBAD7,Delivery ✅
-6.596838035,54.36439742,Weir's Organic Raw Milk,Portadown,Milk Men,https://www.facebook.com/Weirs-Organic-Raw-Milk-422591707846805/,https://scontent.flhr4-1.fna.fbcdn.net/v/t31.0-8/1277040_424337757672200_443255868_o.jpg?_nc_cat=105&_nc_sid=85a577&_nc_ohc=9VEUK3ImpDkAX_CvZFg&_nc_ht=scontent.flhr4-1.fna&oh=5548aefaa4b95af5fae99b296105c8e3&oe=5EA335F0,Delivery ✅
-6.464197548,54.27521265,Rices,Poyntzpass,Pre Made Meals,https://www.facebook.com/rices.poyntzpass/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/11175037_819912314763882_8947730064343877760_n.jpg?_nc_cat=100&_nc_sid=85a577&_nc_ohc=Sd2wrGdEYOYAX8z1_3u&_nc_ht=scontent.flhr4-2.fna&oh=596003d0a42bb0b1b5c64a0b2a2af565&oe=5EA1C5C8,Delivery ✅
-6.464197548,54.27521265,O'Malley's Farm Shop & Potatoes,Poyntzpass,Farm Shop,https://www.facebook.com/omalleysfarmshop/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/81487815_3209283519088100_7776723212137660416_n.jpg?_nc_cat=103&_nc_sid=dd9801&_nc_ohc=K0bI16rV6KUAX_4Lhie&_nc_ht=scontent.flhr4-2.fna&oh=7ab9288c1c177fe38eb6a53621b10602&oe=5EA1AB59,Delivery ✅
-6.464197548,54.27521265,Poyntzpass Pharmacy,Poyntzpass,Pharmacy,https://www.facebook.com/Poyntzpass-Pharmacy-126660150820450/,https://scontent.flhr4-2.fna.fbcdn.net/v/t31.0-8/465121_184349901718141_1899498174_o.jpg?_nc_cat=100&_nc_sid=85a577&_nc_ohc=l64SDxdtbBsAX_v55-t&_nc_ht=scontent.flhr4-2.fna&oh=82787a6367358c3e88964a64617a69a1&oe=5E9FD7D9,Delivery ✅
-6.464197548,54.27521265,Trainors Spar,Poyntzpass,Groceries,https://www.facebook.com/SPARPoyntzpass/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/29598270_1068794343260235_2373185678056658573_n.jpg?_nc_cat=100&_nc_sid=85a577&_nc_ohc=mH-c8-ld-68AX83JVnP&_nc_ht=scontent.flhr4-2.fna&oh=188c4f4e58d36e690354380f76703e20&oe=5EA1528F,Delivery ✅
-6.55259,54.37176,Fruitfield Foodhall - Supervalu,Richhill,Groceries,https://www.facebook.com/fruitfieldfoodhall/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/72967415_1381612442012890_9175597977455034368_n.jpg?_nc_cat=100&_nc_sid=85a577&_nc_ohc=mF8K4vtpfUkAX-dSmpm&_nc_ht=scontent.flhr4-2.fna&oh=7cc436259586642266b9b165b1c6fedf&oe=5EA03183,Delivery ✅
-5.8316,54.46048,Jacksons of Saintfield,Saintfield,Groceries,https://www.facebook.com/jacksonsofsaintfield/,https://scontent.flhr4-1.fna.fbcdn.net/v/t1.0-9/90589524_3619603964747285_2438329139543932928_n.jpg?_nc_cat=101&_nc_sid=85a577&_nc_ohc=6XwZNxaLycMAX8s-B_Q&_nc_ht=scontent.flhr4-1.fna&oh=b1576c2148988f4fc8831e837d6f7653&oe=5EA086F4,Delivery ✅
-6.364399551,54.23235528,Weir's Organic Raw Milk ,Tandragee ,Milk Men,https://www.facebook.com/Weirs-Organic-Raw-Milk-422591707846805/,https://scontent.flhr4-1.fna.fbcdn.net/v/t31.0-8/1277040_424337757672200_443255868_o.jpg?_nc_cat=105&_nc_sid=85a577&_nc_ohc=9VEUK3ImpDkAX_CvZFg&_nc_ht=scontent.flhr4-1.fna&oh=5548aefaa4b95af5fae99b296105c8e3&oe=5EA335F0,Delivery ✅
-6.65179,54.34905,J.D. Hunter & Co Supermarket,Armagh,Groceries,https://www.facebook.com/hunterssupermarket/,https://scontent.flhr4-2.fna.fbcdn.net/v/t31.0-8/10499333_859182050761002_9118682882702684568_o.jpg?_nc_cat=110&_nc_sid=85a577&_nc_ohc=iuSgQPuVX8cAX9GcjKv&_nc_ht=scontent.flhr4-2.fna&oh=4e53e5babda781fa5a1cad2d8b57b720&oe=5EA0FA8C,Delivery ✅
-6.65179,54.34905,McAnerneys,Armagh,Groceries,https://www.facebook.com/McAnerneys/,https://scontent.flhr4-2.fna.fbcdn.net/v/t31.0-8/19401870_1407237752662759_8778026337188671532_o.jpg?_nc_cat=100&_nc_sid=85a577&_nc_ohc=mRrOXUbTBJIAX_NUXSy&_nc_ht=scontent.flhr4-2.fna&oh=768d0ab273d83de7cd68c3f6bd06e141&oe=5EA1FAF7,Delivery ✅
-6.65179,54.34905,Kearney Milk Delivery,Armagh,Milk Men,https://www.facebook.com/Kearney-Milk-Delivery-103307577981911/,https://scontent.flhr4-2.fna.fbcdn.net/v/t1.0-9/90681019_103308744648461_2899141935987949568_o.jpg?_nc_cat=100&_nc_sid=85a577&_nc_ohc=HqyxKelNBNsAX9JfGfy&_nc_ht=scontent.flhr4-2.fna&oh=f856ba3d98f0f4cfc0741643c572ead5&oe=5EA10557,Delivery ✅
,,Mash Direct,Northern Ireland,Potatos,http://www.mashdirect.com/shop/,https://dl.airtable.com/.attachments/886398fb839213d6662efa578950976d/29443c70/mash-direct-logo.jpg,Delivery ✅
,,Krazi Baker,Northern Ireland,Bread,http://krazibaker.co.uk,https://dl.airtable.com/.attachments/cab14223c36ef25b5aab07cba22d2529/e923822f/krazibaker_logo-01-1.png,Delivery ✅
,,Established,Belfast,Coffee,https://established.coffee/,https://cdn.shopify.com/s/files/1/0028/5399/4611/t/1/assets/established-coffee-logo.svg?v=8588226443722991047,Delivery ✅
,,Amarc Catering,Belfast,Pre Made Meals,https://en-gb.facebook.com/AmarcCatering,https://scontent.flhr4-1.fna.fbcdn.net/v/t1.0-9/s960x960/90625023_3378968855465670_676837436545826816_o.jpg?_nc_cat=107&_nc_sid=8024bb&_nc_ohc=07aIOLv_insAX974rng&_nc_ht=scontent.flhr4-1.fna&_nc_tp=7&oh=8f85a49900a85a43d600c6149e5b3f03&oe=5E9B6ECB,Delivery ✅
,,Jumon Belfast,Belfast,Pre Made Meals,https://www.facebook.com/jumonbelfast/,https://yeooo.delivery/images/service/jumon.png,Delivery ✅
,,The Vineyard Belfast,Belfast,beer,https://www.facebook.com/thevineyardbelfast/,https://cdn.shopify.com/s/files/1/2525/1426/files/header_logo_180x.png?v=1510483470,Delivery ✅
,,The Violet Rose Home Bakery,Belfast,Bakery,https://facebook.com/TheVioletRoseHomeBakery/,https://yeooo.delivery/images/service/the-violet-rose-bakery.png,Delivery ✅